0.0220971 -0.0330901 -0.014094 -0.0323247 -0.0235487 0.00106533 0.00435556 -0.0464178 -0.0311413 0.00109636 -9.30027e-05 -4.61824e-10 0 0.000317626 0.00622679 -0.0644715 -0.0377991 0.00131455 2.80137e-05 6.09542e-09 0 0 0 0 0 0 0 0 0 0.000417531 0.00856375 -0.0876958 -0.0356412 0.00116236 0.000495759 -8.04509e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000498224 0.0114142 -0.113769 -0.000826285 -0.000391331 0.00197096 1.06184e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000476682 0.0139851 -0.13238 
0.0220971 -0.0330003 -0.0139182 -0.0322382 -0.0230328 0.0010434 0.00434932 -0.046136 -0.0296431 0.00104066 -5.47678e-05 -1.80641e-10 0 0.000309842 0.00616915 -0.0636256 -0.0334706 0.00115163 0.000138389 2.38421e-09 0 0 0 0 0 0 0 0 0 0.000394884 0.00839233 -0.0851715 -0.0233564 0.00067935 0.000809433 -3.14681e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000435126 0.0109069 -0.106415 0.0320719 -0.00191832 0.00282374 4.15335e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000319708 0.0125132 -0.11229 
0.0220971 -0.0329119 -0.0137452 -0.0321548 -0.0225283 0.0010216 0.00434345 -0.0458665 -0.0281925 0.000985104 -1.76178e-05 2.85255e-09 0 0.000302667 0.00611286 -0.062834 -0.0293583 0.000986868 0.000244061 -3.76497e-08 0 0 0 0 0 0 0 0 0 0.00037374 0.00823518 -0.0828557 -0.0119616 0.000211669 0.0011012 4.96922e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000387426 0.0103984 -0.100157 0.0591693 -0.00375415 0.00357347 -6.55867e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000174877 0.0114815 -0.0960319 
0.0220971 -0.0328219 -0.0135694 -0.0320682 -0.0220143 0.000999549 0.00433721 -0.0455859 -0.0267123 0.00092878 2.02256e-05 4.82847e-09 0 0.000295203 0.00605484 -0.0620052 -0.0251641 0.000819419 0.000351623 -6.37289e-08 0 0 0 0 0 0 0 0 0 0.000352101 0.00807058 -0.0804346 -0.000485345 -0.000279477 0.00139606 8.41132e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000337943 0.00988016 -0.093623 0.0860133 -0.00556532 0.00430976 -1.11017e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.22418e-05 0.0103568 -0.079677 
0.0220971 -0.0327286 -0.0133881 -0.0319751 -0.0214799 0.00097703 0.00433029 -0.0452815 -0.025161 0.000871285 5.97084e-05 5.85455e-09 0 0.000287023 0.00599303 -0.0610916 -0.0207338 0.000647663 0.000464601 -7.72717e-08 0 0 0 0 0 0 0 0 0 0.000328522 0.00788974 -0.0777331 0.0116527 -0.000799005 0.00170719 1.01988e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000280019 0.00932786 -0.0861301 0.114678 -0.00738665 0.00508104 -1.34609e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9.48152e-05 0.00898369 -0.0608157 
0.0220971 -0.0326357 -0.0132078 -0.0318831 -0.0209501 0.000954557 0.00432335 -0.0449822 -0.0236335 0.000813402 9.86831e-05 2.42726e-09 0 0.000279011 0.00593269 -0.0601997 -0.0164117 0.000477022 0.000574938 -3.20364e-08 0 0 0 0 0 0 0 0 0 0.000306839 0.00770826 -0.075159 0.0230263 -0.00136033 0.0020046 4.22835e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000224445 0.00882708 -0.0791341 0.141644 -0.00882175 0.00577293 -5.58082e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000176648 0.00751252 -0.0451478 
0.0220971 -0.0325459 -0.0130329 -0.0317971 -0.0204421 0.000932519 0.00431673 -0.0447083 -0.0221957 0.000755454 0.000135676 -1.32734e-08 0 0.00027166 0.00587829 -0.0594 -0.0124232 0.000314204 0.000677051 1.7519e-07 0 0 0 0 0 0 0 0 0 0.000290512 0.00753071 -0.0730092 0.0324902 -0.00201293 0.00226793 -2.31226e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000173041 0.00847963 -0.0735284 0.166675 -0.00906149 0.00630405 3.05185e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000128113 0.00576693 -0.0371566 
0.0220971 -0.0324552 -0.0128567 -0.0317096 -0.01993 0.000910325 0.00430993 -0.0444291 -0.0207477 0.000696995 0.000172913 -2.8412e-08 0 0.000264229 0.00582302 -0.0585858 -0.0084307 0.000148459 0.000779366 3.74998e-07 0 0 0 0 0 0 0 0 0 0.000274255 0.00735046 -0.0708328 0.0417988 -0.0026747 0.00252775 -4.94944e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000122942 0.00813031 -0.0679476 0.18961 -0.00943494 0.00679551 6.53256e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6.53283e-05 0.00401771 -0.0299243 
0.0220971 -0.0323631 -0.0126781 -0.0316193 -0.0194099 0.000887868 0.00430292 -0.0441399 -0.0192739 0.000638119 0.000210725 -3.71025e-08 0 0.000256665 0.00576543 -0.0577419 -0.00439287 -2.40511e-05 0.000883156 4.897e-07 0 0 0 0 0 0 0 0 0 0.000256865 0.00716961 -0.068554 0.051333 -0.00330378 0.00278845 -6.46334e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.62629e-05 0.00773521 -0.0622295 0.208765 -0.0105377 0.00726606 8.5307e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.10454e-05 0.00243191 -0.022159 
0.0220971 -0.0322695 -0.0124973 -0.0315263 -0.018882 0.000865181 0.00429564 -0.0438413 -0.0177765 0.000578598 0.000249088 -4.5119e-08 0 0.000248903 0.00570616 -0.0568683 -0.000301213 -0.000200058 0.000988294 5.95507e-07 0 0 0 0 0 0 0 0 0 0.000238901 0.00698435 -0.0661874 0.0608964 -0.00394349 0.00304978 -7.85985e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.97121e-05 0.00732192 -0.0563273 0.226415 -0.0117947 0.00771162 0.000103739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17251e-05 0.000854778 -0.014075 
